voisins,Search,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,movieId,imdbId
"[8263, 4110, 13308, 15202, 13985, 7643]",8263,4110,13308,15202,13985,7643,55691,94641
"[8264, 14505, 14156, 7661, 14674, 9173]",8264,14505,14156,7661,14674,9173,55705,817225
"[8265, 10520, 8029, 7393, 3634, 5947]",8265,10520,8029,7393,3634,5947,55713,41786
"[8266, 10398, 8453, 6476, 5211, 14244]",8266,10398,8453,6476,5211,14244,55721,861739
"[8267, 8453, 13731, 8764, 11183, 8989]",8267,8453,13731,8764,11183,8989,55726,857355
"[8268, 13349, 10486, 8494, 10063, 9948]",8268,13349,10486,8494,10063,9948,55729,388182
"[8269, 14208, 13349, 8494, 10063, 9948]",8269,14208,13349,8494,10063,9948,55732,415965
"[8270, 12201, 9760, 8855, 15074, 14425]",8270,12201,9760,8855,15074,14425,55737,780583
"[8271, 6533, 14147, 14766, 15297, 9517]",8271,6533,14147,14766,15297,9517,55751,357585
"[8272, 3589, 7384, 7587, 2343, 8782]",8272,3589,7384,7587,2343,8782,55765,765429
"[8273, 5832, 15162, 7692, 5841, 11915]",8273,5832,15162,7692,5841,11915,55768,389790
"[8274, 9173, 14674, 6483, 9588, 9743]",8274,9173,14674,6483,9588,9743,55782,444778
"[8275, 11509, 14284, 8427, 8494, 10063]",8275,11509,14284,8427,8494,10063,55805,292963
"[8276, 7568, 14837, 10402, 8494, 10063]",8276,7568,14837,10402,8494,10063,55814,401383
"[8277, 14284, 7767, 13586, 14837, 11509]",8277,14284,7767,13586,14837,11509,55820,477348
"[8278, 7767, 3353, 10336, 10615, 9903]",8278,7767,3353,10336,10615,9903,55826,219171
"[8279, 13349, 12231, 10486, 13117, 7426]",8279,13349,12231,10486,13117,7426,55830,799934
"[8280, 2089, 14908, 6918, 14674, 9173]",8280,2089,14908,6918,14674,9173,55844,496328
"[8281, 11437, 12533, 9560, 9501, 6396]",8281,11437,12533,9560,9501,6396,55856,439123
"[8282, 14208, 9920, 13410, 8494, 10063]",8282,14208,9920,13410,8494,10063,55872,426931
"[8283, 9446, 14609, 6585, 10185, 5690]",8283,9446,14609,6585,10185,5690,55895,47985
"[8284, 3890, 7847, 6520, 8989, 9157]",8284,3890,7847,6520,8989,9157,55901,445336
"[8285, 14837, 8494, 10063, 8374, 14849]",8285,14837,8494,10063,8374,14849,55908,756683
"[8286, 14244, 13912, 13729, 14152, 4352]",8286,14244,13912,13729,14152,4352,55922,856052
"[8287, 6993, 4534, 3065, 6374, 15578]",8287,6993,4534,3065,6374,15578,55926,63060
"[8288, 9088, 9531, 8325, 5174, 8843]",8288,9088,9531,8325,5174,8843,55946,891527
"[8289, 13117, 3964, 8990, 9531, 12876]",8289,13117,3964,8990,9531,12876,55955,486583
"[8290, 13349, 9320, 10486, 5318, 3964]",8290,13349,9320,10486,5318,3964,55999,457419
"[8291, 10681, 10004, 14908, 9441, 7896]",8291,10681,10004,14908,9441,7896,56001,484740
"[8292, 7495, 13117, 14148, 11068, 12596]",8292,7495,13117,14148,11068,12596,56003,405336
"[8293, 14609, 9446, 9426, 10337, 3088]",8293,14609,9446,9426,10337,3088,56015,44789
"[8294, 8513, 10464, 6483, 10336, 7498]",8294,8513,10464,6483,10336,7498,56028,822849
"[8295, 11072, 6719, 14674, 9173, 9948]",8295,11072,6719,14674,9173,9948,56060,284363
"[8296, 6520, 12389, 13349, 10798, 13530]",8296,6520,12389,13349,10798,13530,56069,878695
"[8297, 13349, 8555, 8524, 8494, 11021]",8297,13349,8555,8524,8494,11021,56079,780608
"[8298, 8361, 8427, 14284, 14152, 15009]",8298,8361,8427,14284,14152,15009,56093,488478
"[8299, 7896, 2704, 12089, 11521, 8989]",8299,7896,2704,12089,11521,8989,56095,995829
"[8300, 3064, 5595, 5984, 7373, 9812]",8300,3064,5595,5984,7373,9812,56098,44072
"[8301, 12389, 8494, 14152, 10483, 6520]",8301,12389,8494,14152,10483,6520,56145,884328
"[8302, 5832, 8845, 434, 8892, 9488]",8302,5832,8845,434,8892,9488,56152,461770
"[8303, 9088, 10383, 5174, 9531, 8160]",8303,9088,10383,5174,9531,8160,56156,465494
"[8304, 14908, 3340, 13117, 13349, 9258]",8304,14908,3340,13117,13349,9258,56158,937375
"[8305, 9709, 14148, 10483, 12045, 9113]",8305,9709,14148,10483,12045,9113,56165,804516
"[8306, 7051, 14674, 14673, 13776, 9173]",8306,7051,14674,14673,13776,9173,56167,1024943
"[8307, 12389, 9085, 11509, 14148, 8338]",8307,12389,9085,11509,14148,8338,56169,211933
"[8308, 10195, 14846, 6594, 8556, 2767]",8308,10195,14846,6594,8556,2767,56171,385752
"[8309, 11815, 5498, 11101, 1036, 6972]",8309,11815,5498,11101,1036,6972,56174,480249
"[8310, 9514, 10879, 483, 11898, 14925]",8310,9514,10879,483,11898,14925,56176,952640
"[8311, 13349, 13117, 7426, 7132, 6575]",8311,13349,13117,7426,7132,6575,56274,757361
"[8312, 9747, 8494, 10063, 10402, 9920]",8312,9747,8494,10063,10402,9920,56286,368794
"[8313, 8843, 10261, 10464, 1849, 8427]",8313,8843,10261,10464,1849,8427,56294,103805
"[8314, 11885, 8635, 6989, 11678, 8374]",8314,11885,8635,6989,11678,8374,56331,277327
"[8315, 9948, 8494, 10063, 4682, 10486]",8315,9948,8494,10063,4682,10486,56333,775529
"[8316, 8778, 6520, 13123, 13335, 13586]",8316,8778,6520,13123,13335,13586,56339,464141
"[8317, 9107, 5932, 4390, 2916, 7111]",8317,9107,5932,4390,2916,7111,56350,34272
"[8318, 9415, 5016, 11521, 14831, 10497]",8318,9415,5016,11521,14831,10497,56367,467406
"[8319, 14370, 8766, 9817, 6989, 7385]",8319,14370,8766,9817,6989,7385,56370,438859
"[8320, 4658, 5712, 8364, 10120, 7278]",8320,4658,5712,8364,10120,7278,56372,51093
"[8321, 8494, 8004, 12511, 14849, 9621]",8321,8494,8004,12511,14849,9621,56379,762117
"[8322, 10336, 7896, 8232, 2704, 14674]",8322,10336,7896,8232,2704,14674,56389,765120
"[8323, 2315, 9412, 473, 8591, 6732]",8323,2315,9412,473,8591,6732,56432,64816
"[8324, 10335, 9046, 10336, 10607, 5733]",8324,10335,9046,10336,10607,5733,56474,381392
"[8325, 9531, 8160, 9088, 3612, 5174]",8325,9531,8160,9088,3612,5174,56511,937237
"[8326, 8494, 11021, 13349, 3108, 9621]",8326,8494,11021,13349,3108,9621,56515,912580
"[8327, 9480, 14849, 8004, 11315, 12511]",8327,9480,14849,8004,11315,12511,56563,847817
"[8328, 14849, 8004, 12511, 8494, 8928]",8328,14849,8004,12511,8494,8928,56580,1029172
"[8329, 9948, 8494, 10063, 11304, 4682]",8329,9948,8494,10063,11304,4682,56587,825232
"[8330, 5529, 4509, 5996, 5127, 5960]",8330,5529,4509,5996,5127,5960,56602,36641
"[8331, 14837, 8494, 10063, 12614, 11521]",8331,14837,8494,10063,12614,11521,56607,419887
"[8332, 9866, 6760, 6416, 6625, 6383]",8332,9866,6760,6416,6625,6383,56612,70085
"[8333, 12389, 6619, 10483, 14148, 12045]",8333,12389,6619,10483,14148,12045,56620,810823
"[8334, 6520, 8989, 10490, 6608, 7661]",8334,6520,8989,10490,6608,7661,56631,456121
"[8335, 9948, 8494, 10063, 4682, 10486]",8335,9948,8494,10063,4682,10486,56671,479289
"[8336, 10798, 9266, 9531, 9113, 7074]",8336,10798,9266,9531,9113,7074,56691,443527
"[8337, 748, 1849, 15580, 6795, 7643]",8337,748,1849,15580,6795,7643,56693,101595
"[8338, 7982, 14148, 11068, 9085, 12389]",8338,7982,14148,11068,9085,12389,56700,473356
"[8339, 10486, 9016, 11521, 9588, 7820]",8339,10486,9016,11521,9588,7820,56715,477139
"[8340, 8073, 8643, 8374, 8989, 14849]",8340,8073,8643,8374,8989,14849,56719,478829
"[8341, 7097, 6520, 4000, 8296, 12231]",8341,7097,6520,4000,8296,12231,56757,408236
"[8342, 5839, 468, 511, 15291, 13099]",8342,5839,468,511,15291,13099,56775,465234
"[8343, 14837, 8494, 10063, 8374, 14849]",8343,14837,8494,10063,8374,14849,56782,469494
"[8344, 6173, 7273, 10660, 13653, 15022]",8344,6173,7273,10660,13653,15022,56786,67958
"[8345, 8328, 12419, 10554, 9546, 10402]",8345,8328,12419,10554,9546,10402,56788,472062
"[8346, 6105, 8385, 4479, 6067, 4541]",8346,6105,8385,4479,6067,4541,56797,70825
"[8347, 12152, 9531, 13633, 9113, 12045]",8347,12152,9531,13633,9113,12045,56801,758730
"[8348, 8734, 10636, 13349, 9743, 9264]",8348,8734,10636,13349,9743,9264,56805,841046
"[8349, 9703, 15499, 6707, 12428, 13107]",8349,9703,15499,6707,12428,13107,56835,417056
"[8350, 14908, 13349, 9024, 9173, 14674]",8350,14908,13349,9024,9173,14674,56837,450972
"[8351, 14674, 9173, 14790, 10463, 9743]",8351,14674,9173,14790,10463,9743,56846,960790
"[8352, 3196, 8843, 7171, 3529, 4243]",8352,3196,8843,7171,3529,4243,56848,102789
"[8353, 9948, 11092, 7996, 14156, 8267]",8353,9948,11092,7996,14156,8267,56869,489458
"[8354, 4181, 11521, 7820, 10402, 14837]",8354,4181,11521,7820,10402,14837,56885,427309
"[8355, 9588, 11521, 2672, 8077, 14674]",8355,9588,11521,2672,8077,14674,56908,490579
"[8356, 3964, 7376, 11437, 8494, 3108]",8356,3964,7376,11437,8494,3108,56915,760329
"[8357, 9221, 14674, 11521, 15255, 9173]",8357,9221,14674,11521,15255,9173,56941,431308
"[8358, 3340, 5205, 13117, 9588, 10004]",8358,3340,5205,13117,9588,10004,56945,841032
"[8359, 9221, 9024, 13349, 14499, 15356]",8359,9221,9024,13349,14499,15356,56949,988595
"[8360, 10402, 8494, 11887, 12419, 14849]",8360,10402,8494,11887,12419,14849,56995,893356
"[8361, 7767, 8427, 14152, 14284, 9088]",8361,7767,8427,14152,14284,9088,57027,339489
"[8362, 13076, 14603, 4710, 9498, 8858]",8362,13076,14603,4710,9498,8858,57041,58548
"[8363, 8766, 8403, 8267, 8453, 14370]",8363,8766,8403,8267,8453,14370,57044,439547
"[8364, 10626, 5216, 10392, 8320, 5712]",8364,10626,5216,10392,8320,5712,57069,51720
"[8365, 7767, 11509, 11521, 7896, 5174]",8365,7767,11509,11521,7896,5174,57147,795493
"[8366, 9258, 9517, 13349, 6707, 7792]",8366,9258,9517,13349,6707,7792,57179,424287
"[8367, 4093, 14849, 8374, 14673, 14450]",8367,4093,14849,8374,14673,14450,57183,986264
"[8368, 10972, 8495, 7849, 6054, 10234]",8368,10972,8495,7849,6054,10234,57209,58275
"[8369, 9890, 9531, 5743, 9183, 8974]",8369,9890,9531,5743,9183,8974,57223,372873
"[8370, 7632, 5151, 7996, 7847, 9563]",8370,7632,5151,7996,7847,9563,57243,1032856
"[8371, 9649, 6520, 8778, 13148, 13586]",8371,9649,6520,8778,13148,13586,57274,1038988
"[8372, 9531, 8160, 10798, 7982, 3612]",8372,9531,8160,10798,7982,3612,57276,259822
"[8373, 11727, 9826, 9531, 8988, 13117]",8373,11727,9826,9531,8988,13117,57326,460780
"[8374, 9948, 14849, 8989, 14450, 13731]",8374,9948,14849,8989,14450,13731,57359,456041
"[8375, 14148, 8842, 12389, 13453, 13916]",8375,14148,8842,12389,13453,13916,57368,1060277
"[8376, 6453, 13349, 13031, 9531, 8160]",8376,6453,13349,13031,9531,8160,57370,951216
"[8377, 11509, 8494, 10063, 14152, 8427]",8377,11509,8494,10063,14152,8427,57393,399095
"[8378, 12389, 14148, 3426, 14296, 12091]",8378,12389,14148,3426,14296,12091,57401,896798
"[8379, 2104, 6072, 11229, 15578, 9906]",8379,2104,6072,11229,15578,9906,57418,63483
"[8380, 13349, 12389, 10483, 14148, 11733]",8380,13349,12389,10483,14148,11733,57421,422401
"[8381, 6707, 9517, 9258, 7429, 6533]",8381,6707,9517,9258,7429,6533,57426,887719
"[8382, 10483, 14148, 12045, 12389, 9113]",8382,10483,14148,12045,12389,9113,57432,857295
"[8383, 14156, 11521, 9588, 2897, 14244]",8383,14156,11521,9588,2897,14244,57453,848542
"[8384, 6520, 2897, 11521, 14674, 15255]",8384,6520,2897,11521,14674,15255,57464,760311
"[8385, 6105, 7853, 6123, 6146, 13308]",8385,6105,7853,6123,6146,13308,57476,65542
"[8386, 10665, 4097, 8080, 7342, 6832]",8386,10665,4097,8080,7342,6832,57480,15016
"[8387, 10388, 12908, 6527, 10928, 9119]",8387,10388,12908,6527,10928,9119,57504,808506
"[8388, 14908, 13117, 9258, 13349, 10542]",8388,14908,13117,9258,13349,10542,57509,837803
"[8389, 4110, 9136, 15574, 15454, 7563]",8389,4110,9136,15574,15454,7563,57513,70913
"[8390, 3612, 7426, 8160, 9531, 10542]",8390,3612,7426,8160,9531,10542,57522,486578
"[8391, 9085, 12389, 14148, 8338, 3426]",8391,9085,12389,14148,8338,3426,57526,880578
"[8392, 5174, 7495, 4355, 2897, 7788]",8392,5174,7495,4355,2897,7788,57528,462499
"[8393, 6707, 8731, 9517, 7362, 15499]",8393,6707,8731,9517,7362,15499,57532,1073498
"[8394, 9517, 6707, 13349, 6533, 9258]",8394,9517,6707,13349,6533,9258,57536,489282
"[8395, 9258, 13117, 13349, 9517, 15356]",8395,9258,13117,13349,9517,15356,57538,785007
"[8396, 7831, 15022, 9518, 13653, 3858]",8396,7831,15022,9518,13653,3858,57550,73152
"[8397, 5166, 3694, 9320, 8494, 11193]",8397,5166,3694,9320,8494,11193,57640,411477
"[8398, 7767, 2897, 14244, 6520, 7956]",8398,7767,2897,14244,6520,7956,57669,780536
"[8399, 4369, 11229, 6374, 9866, 8765]",8399,4369,11229,6374,9866,8765,57690,63599
"[8400, 4434, 4079, 549, 14416, 14423]",8400,4434,4079,549,14416,14423,57692,58203
"[8401, 8843, 11509, 10261, 6294, 4243]",8401,8843,11509,10261,6294,4243,57695,106579
"[8402, 15580, 10262, 4300, 6193, 8467]",8402,15580,10262,4300,6193,8467,57706,86650
"[8403, 8267, 8363, 8766, 6476, 14874]",8403,8267,8363,8766,6476,14874,57776,318590
"[8404, 8989, 9158, 14674, 9173, 10182]",8404,8989,9158,14674,9173,10182,57792,825236
"[8405, 7767, 9088, 12335, 13031, 10160]",8405,7767,9088,12335,13031,10160,57843,901507
"[8406, 2437, 13398, 14138, 14849, 10449]",8406,2437,13398,14138,14849,10449,57845,800099
"[8407, 9258, 13349, 9517, 15356, 14499]",8407,9258,13349,9517,15356,14499,57865,484877
"[8408, 7558, 5984, 7094, 9278, 6650]",8408,7558,5984,7094,9278,6650,57868,28141
"[8409, 1912, 8843, 12152, 11702, 14552]",8409,1912,8843,12152,11702,14552,57873,99817
"[8410, 13349, 13117, 13813, 8970, 8907]",8410,13349,13117,13813,8970,8907,57910,780622
"[8411, 12152, 11994, 4303, 3292, 1298]",8411,12152,11994,4303,3292,1298,57940,83296
"[8412, 6483, 8989, 8919, 13117, 10336]",8412,6483,8989,8919,13117,10336,57942,497876
"[8413, 6520, 8989, 9948, 10063, 7896]",8413,6520,8989,9948,10063,7896,57946,468820
"[8414, 14908, 9258, 13117, 13349, 10542]",8414,14908,9258,13117,13349,10542,57949,494652
"[8415, 13349, 15356, 14499, 9258, 15255]",8415,13349,15356,14499,9258,15255,57951,770752
"[8416, 5236, 5938, 4955, 7119, 10369]",8416,5236,5938,4955,7119,10369,57960,33677
"[8417, 9588, 11521, 14908, 9197, 10406]",8417,9588,11521,14908,9197,10406,57964,780486
"[8418, 9281, 9747, 8494, 12400, 11849]",8418,9281,9747,8494,12400,11849,57970,892375
"[8419, 14849, 8004, 12511, 11885, 6895]",8419,14849,8004,12511,11885,6895,57972,460766
"[8420, 9912, 9107, 6730, 754, 8317]",8420,9912,9107,6730,754,8317,57991,34891
"[8421, 12330, 6123, 12929, 13653, 7853]",8421,12330,6123,12929,13653,7853,58007,78259
"[8422, 14478, 3887, 15535, 2773, 15398]",8422,14478,3887,15535,2773,15398,58025,489099
"[8423, 7584, 9948, 8374, 6841, 8989]",8423,7584,9948,8374,6841,8989,58029,807054
"[8424, 9024, 11521, 8592, 9158, 4450]",8424,9024,11521,8592,9158,4450,58047,832266
"[8425, 7954, 5284, 7156, 4677, 5345]",8425,7954,5284,7156,4677,5345,58059,48198
"[8426, 5174, 9088, 11509, 12094, 9574]",8426,5174,9088,11509,12094,9574,58078,485851
"[8427, 14849, 14284, 10464, 8494, 8004]",8427,14849,14284,10464,8494,8004,58084,872224
"[8428, 5174, 9088, 11509, 12094, 7733]",8428,5174,9088,11509,12094,7733,58103,443274
"[8429, 3964, 7376, 14208, 6483, 8917]",8429,3964,7376,14208,6483,8917,58105,416236
"[8430, 12633, 10029, 10004, 7825, 2474]",8430,12633,10029,10004,7825,2474,58107,1023481
"[8431, 11678, 11885, 8314, 14674, 11887]",8431,11678,11885,8314,14674,11887,58111,449994
"[8432, 7661, 14156, 4093, 14505, 14152]",8432,7661,14156,4093,14505,14152,58123,282599
"[8433, 7416, 6707, 11649, 13937, 7429]",8433,7416,6707,11649,13937,7429,58146,1001562
"[8434, 11521, 8766, 7896, 8494, 10063]",8434,11521,8766,7896,8494,10063,58154,467200
"[8435, 8971, 13349, 14393, 3108, 9517]",8435,8971,13349,14393,3108,9517,58156,839980
"[8436, 8594, 14674, 9173, 12669, 3108]",8436,8594,14674,9173,12669,3108,58162,425413
"[8437, 14849, 9546, 8004, 12511, 8634]",8437,14849,9546,8004,12511,8634,58191,854678
"[8438, 8374, 14152, 9948, 7584, 12089]",8438,8374,14152,9948,7584,12089,58223,427582
"[8439, 8494, 10063, 11021, 10336, 13349]",8439,8494,10063,11021,10336,13349,58246,772168
"[8440, 9531, 6498, 10798, 14287, 10483]",8440,9531,6498,10798,14287,10483,58287,463027
"[8441, 5747, 9517, 10542, 6707, 9258]",8441,5747,9517,10542,6707,9258,58291,997047
"[8442, 9531, 4564, 9904, 3041, 7503]",8442,9531,4564,9904,3041,7503,58293,443649
"[8443, 7767, 5174, 9357, 14244, 9574]",8443,7767,5174,9357,14244,9574,58295,200465
"[8444, 7495, 9531, 15535, 9088, 7874]",8444,7495,9531,15535,9088,7874,58297,483607
"[8445, 2767, 7478, 14385, 5832, 6499]",8445,2767,7478,14385,5832,6499,58299,451079
"[8446, 12890, 9658, 8374, 7322, 14849]",8446,12890,9658,8374,7322,14849,58303,813547
"[8447, 12855, 6989, 8314, 8928, 14370]",8447,12855,6989,8314,8928,14370,58306,416044
"[8448, 6533, 6707, 9517, 7429, 14496]",8448,6533,6707,9517,7429,14496,58315,811138
"[8449, 9501, 3838, 9517, 13181, 3964]",8449,9501,3838,9517,13181,3964,58324,475998
"[8450, 14669, 14148, 15535, 10603, 12201]",8450,14669,14148,15535,10603,12201,58332,848557
"[8451, 6520, 14674, 9173, 14152, 9948]",8451,6520,14674,9173,14152,9948,58334,466816
"[8452, 9588, 15255, 14499, 13349, 8494]",8452,9588,15255,14499,13349,8494,58347,472160
"[8453, 8267, 6476, 13731, 10615, 8989]",8453,8267,6476,13731,10615,8989,58351,870090
"[8454, 8766, 8294, 10336, 6483, 8513]",8454,8766,8294,10336,6483,8513,58367,462023
"[8455, 10486, 13505, 9948, 7132, 13729]",8455,10486,13505,9948,7132,13729,58379,386820
"[8456, 7896, 9948, 14156, 9173, 14674]",8456,7896,9948,14156,9173,14674,58381,807721
"[8457, 14908, 13349, 13117, 9258, 9024]",8457,14908,13349,13117,9258,9024,58418,455805
"[8458, 11229, 8591, 9811, 9866, 9069]",8458,11229,8591,9811,9866,9069,58422,56049
"[8459, 14849, 13731, 12783, 13410, 8004]",8459,14849,13731,12783,13410,8004,58425,1094594
"[8460, 13117, 10542, 9517, 13349, 6707]",8460,13117,10542,9517,13349,6707,58432,486674
"[8461, 9531, 8957, 10948, 10798, 7767]",8461,9531,8957,10948,10798,7767,58434,420740
"[8462, 6072, 8591, 7853, 9811, 11229]",8462,6072,8591,7853,9811,11229,58439,64253
"[8463, 2063, 8858, 13226, 7643, 15356]",8463,2063,8858,13226,7643,15356,58485,107953
"[8464, 11521, 14674, 15255, 9173, 9024]",8464,11521,14674,15255,9173,9024,58490,970468
"[8465, 11509, 11521, 3696, 8494, 10063]",8465,11509,11521,3696,8494,10063,58492,453548
"[8466, 11509, 15027, 7426, 10004, 748]",8466,11509,15027,7426,10004,748,58494,804505
"[8467, 15580, 3696, 14837, 3975, 4110]",8467,15580,3696,14837,3975,4110,58520,89537
"[8468, 10864, 9925, 4178, 7206, 13175]",8468,10864,9925,4178,7206,13175,58559,468569
"[8469, 757, 4942, 3442, 10117, 14423]",8469,757,4942,3442,10117,14423,58576,60647
"[8470, 3108, 8494, 10063, 14837, 15535]",8470,3108,8494,10063,14837,15535,58627,1023111
"[8471, 8328, 9340, 12419, 8494, 10402]",8471,8328,9340,12419,8494,10402,58632,1032854
"[8472, 9443, 5878, 6832, 10665, 5882]",8472,9443,5878,6832,10665,5882,58649,18192
"[8473, 6483, 8990, 10485, 10486, 13117]",8473,6483,8990,10485,10486,13117,58652,940709
"[8474, 6453, 10542, 13349, 9517, 7426]",8474,6453,10542,13349,9517,7426,58655,817538
"[8475, 11521, 9307, 9287, 8494, 10063]",8475,11521,9307,9287,8494,10063,58706,796307
"[8476, 9499, 10114, 10499, 10336, 8374]",8476,9499,10114,10499,10336,8374,58709,381668
"[8477, 5555, 12058, 6623, 11585, 8054]",8477,5555,12058,6623,11585,8054,58722,73373
"[8478, 2585, 6733, 8192, 5906, 7094]",8478,2585,6733,8192,5906,7094,58740,22074
"[8479, 12458, 8238, 9804, 8943, 9295]",8479,12458,8238,9804,8943,9295,58743,395119
"[8480, 2850, 9517, 4303, 13304, 6707]",8480,2850,9517,4303,13304,6707,58760,85764
"[8481, 13653, 15022, 9010, 11229, 10660]",8481,13653,15022,9010,11229,10660,58774,72446
"[8482, 9295, 7158, 6483, 10336, 9046]",8482,9295,7158,6483,10336,9046,58783,481797
"[8483, 11521, 11509, 8843, 8494, 10063]",8483,11521,11509,8843,8494,10063,58803,478087
"[8484, 14908, 13349, 9024, 9173, 14674]",8484,14908,13349,9024,9173,14674,58806,858479
"[8485, 11509, 10402, 8634, 14837, 8494]",8485,11509,10402,8634,14837,8494,58808,462477
"[8486, 4110, 15580, 13985, 13797, 9971]",8486,4110,15580,13985,13797,9971,58812,85213
"[8487, 14908, 13349, 14790, 13117, 9258]",8487,14908,13349,14790,13117,9258,58839,379865
"[8488, 7521, 8766, 6989, 9767, 11887]",8488,7521,8766,6989,9767,11887,58842,881200
"[8489, 9151, 8615, 8247, 6371, 14327]",8489,9151,8615,8247,6371,14327,58870,388556
"[8490, 10234, 11229, 8591, 9409, 9811]",8490,10234,11229,8591,9409,9811,58874,63278
"[8491, 8494, 10063, 11021, 10336, 13349]",8491,8494,10063,11021,10336,13349,58876,489281
"[8492, 11567, 9747, 8494, 10402, 6794]",8492,11567,9747,8494,10402,6794,58879,893382
"[8493, 13117, 13349, 6483, 10336, 9531]",8493,13117,13349,6483,10336,9531,58881,416675
"[8494, 11021, 3108, 13349, 9751, 10402]",8494,11021,3108,13349,9751,10402,58889,995061
"[8495, 3616, 7849, 3617, 6054, 10234]",8495,3616,7849,3617,6054,10234,58895,56919
"[8496, 13648, 6483, 12089, 13498, 15535]",8496,13648,6483,12089,13498,15535,58898,454065
"[8497, 10242, 14667, 7896, 6559, 14674]",8497,10242,14667,7896,6559,14674,58933,758053
"[8498, 7996, 9563, 9948, 14642, 14450]",8498,7996,9563,9948,14642,14450,58939,827713
"[8499, 9948, 6841, 10336, 7896, 10063]",8499,9948,6841,10336,7896,10063,58945,482901
"[8500, 14152, 6520, 4855, 10336, 13916]",8500,14152,6520,4855,10336,13916,58964,856288
"[8501, 13349, 8990, 13117, 3964, 9320]",8501,13349,8990,13117,3964,9320,58972,410377
"[8502, 10798, 5176, 10483, 14148, 11068]",8502,10798,5176,10483,14148,11068,58975,963794
"[8503, 9747, 6403, 13410, 9920, 4465]",8503,9747,6403,13410,9920,4465,58992,1097239
"[8504, 8996, 11521, 14674, 15255, 9173]",8504,8996,11521,14674,15255,9173,58998,800039
"[8505, 13117, 9588, 10486, 14908, 13349]",8505,13117,9588,10486,14908,13349,59000,497972
"[8506, 14594, 9517, 6707, 6533, 3548]",8506,14594,9517,6707,6533,3548,59014,426592
"[8507, 5174, 9088, 11509, 12094, 9574]",8507,5174,9088,11509,12094,9574,59016,421073
